# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 321.432744
flt:plate_T_C 398.439374
flt:plate_Q_kW 1.596567
flt:cool_Thigh_C 51.981388
flt:cool_Tlow_C 8.702355
flt:air_psig 20.000000
flt:water_gph 8.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 19.414062
flt:fuel_scfh 10.652000
flt:flow_scfh 30.066062
flt:ratio_fto 0.548674

## End Configuration ##
#: Wed Mar 22 17:30:38 2017
-7.402427	-3.701875
-9.233120	-4.243249
-9.223329	-4.230299
-9.215116	-4.239459
-9.184162	-4.243249
-9.154788	-4.231247
-8.998124	-4.136175
-8.803242	-4.094482
-8.589408	-4.000357
-8.412530	-3.998778
-8.201222	-3.907812
-7.998444	-3.874963
-7.805457	-3.783365
-7.596677	-3.692715
-7.399268	-3.675975
-7.204070	-3.604907
-7.002239	-3.599538
-6.791880	-3.487725
-6.603946	-3.440347
-6.401168	-3.329798
-6.194283	-3.281156
-6.005086	-3.245149
-5.802308	-3.172503
-5.603003	-3.115649
-5.399909	-3.022787
-5.194603	-2.973198
-4.996878	-2.882864
-4.793784	-2.853173
-4.613747	-2.806743
-4.395175	-2.726200
-4.208505	-2.667767
-3.994988	-2.579328
-3.803264	-2.526896
-3.600485	-2.461514
-3.406867	-2.393289
-3.199350	-2.310220
-3.001625	-2.227150
-2.805480	-2.162084
-2.594805	-2.087858
-2.406239	-2.054061
-2.195880	-1.955831
-2.012053	-1.889501
-1.797272	-1.797588
-1.607127	-1.742945
-1.391399	-1.673773
-1.202518	-1.587228
-1.003845	-1.520267
-0.798855	-1.423616
-0.613449	-1.349390
-0.390455	-1.236314
-0.212945	-1.131450
0.009418	-0.904983
0.198007	-0.652615
0.395442	-0.326653
0.598878	-0.042384
0.802630	0.207168
0.998485	0.397021
1.194024	0.493053
1.407570	0.589401
1.585734	0.642472
1.800543	0.725868
1.991028	0.732502
2.196676	0.789047
2.403271	0.790310
2.597862	0.826638
2.802563	0.871811
2.998418	0.904033
3.194588	0.929304
3.394550	0.937202
3.601461	0.956471
3.800159	0.965632
3.997910	1.025968
4.194713	1.037656
4.394674	1.070509
4.595268	1.062612
4.798072	1.094833
4.998350	1.090411
5.192626	1.141270
5.397641	1.167173
5.590337	1.159908
5.791563	1.172544
6.006055	1.144745
6.195277	1.212031
6.397134	1.205397
6.597727	1.258467
6.799584	1.242356
6.993228	1.243620
7.198875	1.270787
7.391888	1.268892
7.596588	1.321014
7.802867	1.322278
7.987666	1.327964
8.197420	1.293847
8.387905	1.318803
8.598607	1.355131
8.790671	1.358290
9.005480	1.392407
9.187435	1.357658
9.397190	1.369030
9.588306	1.365871
9.792059	1.408517
9.996443	1.412308
9.793323	1.396197
9.598100	1.401252
9.390556	1.341232
9.198808	1.380403
8.991581	1.369030
8.797621	1.381666
8.594501	1.330807
8.400540	1.334598
8.189523	1.310274
7.992720	1.320382
7.803499	1.332386
7.591849	1.286898
7.399153	1.287529
7.190662	1.221191
7.005232	1.250570
6.786001	1.226878
6.602149	1.263837
6.395870	1.211715
6.197804	1.208556
5.995631	1.165594
5.792194	1.151379
5.597287	1.170332
5.393219	1.129266
5.204313	1.169385
4.992664	1.086304
4.795229	1.094202
4.599058	1.056294
4.386145	1.070825
4.196608	1.047133
3.992856	1.015228
3.805846	0.972898
