# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 355.316256
flt:plate_T_C 284.967147
flt:plate_Q_kW 1.215465
flt:cool_Thigh_C 52.890374
flt:cool_Tlow_C 13.598103
flt:air_psig 20.000000
flt:water_gph 6.600000
flt:standoff_in 0.228000
flt:oxygen_scfh 14.492188
flt:fuel_scfh 8.003562
flt:flow_scfh 22.495750
flt:ratio_fto 0.552267

## End Configuration ##
#: Wed Apr 12 17:53:32 2017
-7.616892	-3.992145
-9.026867	-4.461189
-9.037922	-4.440974
-9.029393	-4.433394
-9.011074	-4.439079
-8.984226	-4.441290
-8.952641	-4.449818
-8.808927	-4.385384
-8.616256	-4.305157
-8.412213	-4.209137
-8.222701	-4.173761
-8.015817	-4.099220
-7.816512	-4.064792
-7.616892	-3.974457
-7.413482	-3.889176
-7.219231	-3.815266
-7.016452	-3.759992
-6.821254	-3.725564
-6.612159	-3.654181
-6.420751	-3.616594
-6.216077	-3.499096
-6.014562	-3.432451
-5.819048	-3.348749
-5.622902	-3.329798
-5.410016	-3.253045
-5.215450	-3.209141
-5.010776	-3.097329
-4.808629	-3.023419
-4.621327	-2.939402
-4.414758	-2.871177
-4.213243	-2.826957
-4.013623	-2.735360
-3.819057	-2.672189
-3.606171	-2.573326
-3.422028	-2.541109
-3.210721	-2.463725
-3.010785	-2.413504
-2.820956	-2.329803
-2.611229	-2.257472
-2.413188	-2.149134
-2.219253	-2.105230
-2.019633	-2.012369
-1.814960	-1.942565
-1.616603	-1.874340
-1.412877	-1.763475
-1.209466	-1.686723
-1.016479	-1.598915
-0.817491	-1.537639
-0.614396	-1.413824
-0.417935	-1.342125
-0.214524	-1.154192
-0.005429	-0.972260
0.177474	-0.704731
0.389755	-0.392666
0.578345	-0.105555
0.789363	0.112084
0.978900	0.258343
1.190234	0.366379
1.387984	0.436508
1.580364	0.528433
1.789487	0.542333
1.974285	0.552441
2.196676	0.572343
2.377052	0.619411
2.594704	0.671218
2.781082	0.708809
2.987677	0.705966
3.179110	0.678799
3.386969	0.697753
3.585351	0.746085
3.783733	0.796944
3.985906	0.804526
4.180182	0.815266
4.386461	0.745453
4.583263	0.775463
4.794913	0.840222
4.981607	0.877813
5.197680	0.916037
5.374581	0.871811
5.595707	0.848119
5.779559	0.839590
5.990577	0.939729
6.182325	0.954260
6.390184	0.990272
6.586987	0.928673
6.777472	0.888238
6.988805	0.918564
7.172024	0.964053
7.394731	1.030707
7.579845	1.007962
7.800024	0.977320
7.976609	0.922355
8.194577	0.953944
8.384114	1.012069
8.586603	1.071141
8.784669	1.031654
8.984947	1.010805
9.185856	1.014596
9.380447	1.010489
9.589570	1.064823
9.775316	1.085357
9.994548	1.076512
9.779739	1.019650
9.580409	1.034181
9.379816	0.973846
9.187752	1.062296
8.979893	1.040499
8.795409	1.036077
8.586287	0.999117
8.386642	0.995958
8.186364	0.970055
7.988297	0.991536
7.792127	1.023125
7.582372	0.971634
7.393467	1.009226
7.177711	0.952996
6.990385	0.937202
6.787264	0.926145
6.588250	0.945731
6.391448	0.922355
6.181377	0.943204
5.992472	0.904665
5.781138	0.869916
5.590022	0.866441
5.377108	0.871811
5.191362	0.883500
4.990768	0.862019
4.786384	0.851594
4.585159	0.776411
4.382670	0.781781
4.184920	0.785256
3.989381	0.810528
3.783101	0.781150
