# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 426.401713
flt:plate_T_C 294.553727
flt:plate_Q_kW 0.703922
flt:cool_Thigh_C 48.951602
flt:cool_Tlow_C 12.396271
flt:air_psig 20.000000
flt:water_gph 4.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 9.707031
flt:fuel_scfh 5.319969
flt:flow_scfh 15.027000
flt:ratio_fto 0.548053

## End Configuration ##
#: Wed Apr 12 17:26:52 2017
-7.615313	-3.940345
-9.114042	-4.368328
-9.130783	-4.342428
-9.169633	-4.285574
-9.110884	-4.321265
-9.046450	-4.371486
-9.005704	-4.340533
-8.814297	-4.247355
-8.612149	-4.140281
-8.417899	-4.086270
-8.218279	-4.084374
-8.013289	-4.063844
-7.817775	-3.951400
-7.615313	-3.862013
-7.411902	-3.766941
-7.216073	-3.745778
-7.017084	-3.733460
-6.815885	-3.674711
-6.615001	-3.574269
-6.416645	-3.463404
-6.212286	-3.407182
-6.011403	-3.402129
-5.818416	-3.373386
-5.616269	-3.261573
-5.414438	-3.171239
-5.217345	-3.067955
-5.012355	-3.049319
-4.806418	-3.031631
-4.615326	-2.953615
-4.417285	-2.855069
-4.209769	-2.768840
-4.018677	-2.708828
-3.815266	-2.678506
-3.611224	-2.621968
-3.410973	-2.538898
-3.216406	-2.443194
-3.014259	-2.353176
-2.815271	-2.302007
-2.612492	-2.262525
-2.412241	-2.176613
-2.216411	-2.089437
-2.020265	-1.999419
-1.813696	-1.934984
-1.614392	-1.884132
-1.414456	-1.808011
-1.210414	-1.710096
-1.013321	-1.624815
-0.808963	-1.526268
-0.614712	-1.419194
-0.413513	-1.275796
-0.214524	-1.057540
-0.012062	-0.821281
0.184108	-0.572072
0.383122	-0.346236
0.586874	-0.151038
0.783677	0.022369
0.989640	0.135460
1.187075	0.208432
1.385457	0.239073
1.580048	0.281087
1.786328	0.306675
1.986921	0.323733
2.186567	0.316468
2.385897	0.318679
2.589333	0.332578
2.785820	0.360377
2.993047	0.380910
3.183532	0.381858
3.386021	0.376488
3.586614	0.376488
3.790051	0.400812
3.989697	0.436508
4.182709	0.426715
4.387724	0.424820
4.585791	0.423240
4.782278	0.431454
4.990452	0.453566
5.195468	0.469677
5.389744	0.446932
5.583388	0.445353
5.784929	0.441878
5.990261	0.472204
6.185168	0.494001
6.387973	0.479154
6.592988	0.487683
6.790107	0.463991
6.985962	0.476627
7.186872	0.511691
7.381147	0.513586
7.587111	0.507900
7.796233	0.484840
7.983243	0.486419
8.183520	0.512639
8.389484	0.528749
8.581549	0.523063
8.787828	0.513586
8.989369	0.490210
9.181434	0.513586
9.382975	0.555284
9.586411	0.537594
9.783529	0.523063
9.987282	0.515482
9.787952	0.504741
9.581673	0.535067
9.383923	0.548967
9.183013	0.539490
8.984947	0.511691
8.785933	0.494001
8.586603	0.510427
8.386957	0.538226
8.184468	0.525906
7.985138	0.495896
7.783282	0.480417
7.588058	0.476942
7.384938	0.501582
7.187503	0.510111
6.985646	0.481049
6.781894	0.478206
6.591409	0.460200
6.390500	0.461148
6.188011	0.491474
5.986786	0.483260
5.789667	0.469045
5.581808	0.455146
5.383110	0.438719
5.189150	0.458936
4.982871	0.465570
4.781014	0.457041
4.583580	0.426083
4.386461	0.392283
4.184604	0.409025
3.988433	0.421029
3.788787	0.411868
