# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 316.217264
flt:plate_T_C 294.446302
flt:plate_Q_kW 0.630916
flt:cool_Thigh_C 53.456729
flt:cool_Tlow_C 11.599746
flt:air_psig 20.000000
flt:water_gph 3.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 12.109375
flt:fuel_scfh 7.898094
flt:flow_scfh 20.007469
flt:ratio_fto 0.652230

## End Configuration ##
#: Wed Mar 29 17:12:39 2017
-7.408744	-2.597963
-10.005700	-3.188927
-9.805764	-3.129546
-9.612777	-3.091328
-9.413472	-3.046476
-9.211641	-2.988043
-9.009179	-2.914449
-8.808295	-2.887602
-8.606149	-2.862333
-8.412530	-2.847488
-8.213541	-2.801689
-8.008552	-2.747362
-7.809247	-2.673452
-7.603942	-2.650711
-7.407165	-2.633023
-7.214493	-2.623231
-7.018348	-2.598595
-6.812095	-2.506365
-6.610895	-2.415399
-6.409696	-2.365810
-6.207549	-2.332013
-6.008876	-2.294743
-5.811783	-2.248944
-5.605214	-2.189879
-5.410648	-2.134604
-5.204395	-2.097333
-5.014566	-2.067959
-4.807997	-2.033215
-4.616273	-1.966886
-4.407494	-1.906242
-4.214191	-1.823488
-4.006990	-1.801378
-3.812424	-1.778005
-3.611224	-1.734417
-3.414447	-1.672193
-3.216090	-1.588176
-3.011417	-1.535112
-2.813692	-1.496894
-2.614072	-1.452043
-2.408766	-1.386977
-2.217042	-1.314330
-2.011737	-1.236630
-1.814012	-1.191463
-1.611549	-1.149138
-1.413508	-1.117553
-1.209150	-1.076176
-1.011425	-0.999107
-0.809594	-0.934673
-0.611238	-0.877187
-0.412881	-0.822545
-0.210734	-0.753688
-0.012062	-0.594182
0.194216	-0.370241
0.385965	-0.148195
0.589717	0.058381
0.788415	0.219488
0.987429	0.346478
1.188338	0.423556
1.389564	0.469677
1.579101	0.502530
1.786012	0.544544
1.986290	0.591928
2.189410	0.625729
2.387792	0.629520
2.586174	0.657003
2.786768	0.672482
2.984202	0.694910
3.181953	0.747665
3.386969	0.759353
3.588510	0.756194
3.787208	0.776727
3.992224	0.774200
4.182709	0.804526
4.384565	0.854121
4.583580	0.850646
4.785120	0.858860
4.985082	0.870232
5.192309	0.864230
5.386901	0.895188
5.586863	0.944783
5.789035	0.937518
5.987418	0.934990
6.188327	0.934990
6.382918	0.936886
6.589829	0.989008
6.786316	1.011121
6.986594	1.005119
7.193821	1.005119
7.383674	1.017755
7.585847	1.023441
7.784545	1.060401
7.980400	1.069562
8.186996	1.048081
8.383166	1.062612
8.585340	1.058190
8.786880	1.059453
8.987158	1.111260
9.182065	1.104310
9.380763	1.111892
9.582936	1.119157
9.781634	1.106521
9.987598	1.117894
9.787004	1.154538
9.581988	1.134320
9.379816	1.112524
9.183645	1.121053
8.983999	1.075248
8.786565	1.092306
8.586919	1.097360
8.382851	1.061980
8.186996	1.047449
7.981664	1.041763
7.792442	1.001960
7.589638	1.035445
7.391888	1.035445
7.182449	1.015860
6.985014	1.002592
6.783157	0.983006
6.588566	0.956155
6.388605	0.980479
6.184852	0.964685
5.990577	0.929620
5.790931	0.927093
5.584020	0.898978
5.383426	0.896767
5.188203	0.910982
4.987609	0.884131
4.785752	0.852858
4.585159	0.844013
4.387724	0.796312
4.183024	0.808316
3.990960	0.802946
3.787208	0.773568
