# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 295.942816
flt:plate_T_C 282.211681
flt:plate_Q_kW 1.334044
flt:cool_Thigh_C 50.053200
flt:cool_Tlow_C 8.879736
flt:air_psig 20.000000
flt:water_gph 7.000000
flt:standoff_in 0.228000
flt:oxygen_scfh 11.777344
flt:fuel_scfh 8.249656
flt:flow_scfh 20.027000
flt:ratio_fto 0.700468

## End Configuration ##
#: Wed Mar 22 18:04:30 2017
-7.592571	-1.655453
-10.006647	-2.022792
-9.792814	-1.982047
-9.608039	-1.957726
-9.403997	-1.881289
-9.200586	-1.876867
-8.996545	-1.810222
-8.803873	-1.834543
-8.590987	-1.778952
-8.401791	-1.795692
-8.202170	-1.735680
-8.000024	-1.738839
-7.806089	-1.686723
-7.599836	-1.683564
-7.397689	-1.663349
-7.204702	-1.659243
-7.006345	-1.631132
-6.794091	-1.577753
-6.607421	-1.527216
-6.393587	-1.474784
-6.207549	-1.480785
-5.991820	-1.411929
-5.812099	-1.418562
-5.596055	-1.402138
-5.408121	-1.338019
-5.199973	-1.325385
-4.998142	-1.292536
-4.792521	-1.255897
-4.608377	-1.245790
-4.400861	-1.210098
-4.204083	-1.163983
-3.997514	-1.121659
-3.808002	-1.116605
-3.598274	-1.064489
-3.409393	-1.066068
-3.200298	-1.003845
-3.002573	-0.962152
-2.804532	-0.906562
-2.605859	-0.933409
-2.393921	-0.881925
-2.208199	-0.881293
-2.001945	-0.805488
-1.802641	-0.774219
-1.598599	-0.763164
-1.390451	-0.733473
-1.207255	-0.700309
-0.995001	-0.649456
-0.815280	-0.593550
-0.597024	-0.560385
-0.407196	-0.506374
-0.196521	-0.489950
-0.012378	-0.403721
0.211906	-0.285276
0.400180	-0.151669
0.599194	0.017315
0.793785	0.101975
1.001013	0.209695
1.190866	0.249814
1.408833	0.326892
1.585103	0.328156
1.791382	0.380910
1.999557	0.369538
2.197939	0.425136
2.395058	0.435560
2.605128	0.460200
2.796245	0.463043
2.996838	0.469045
3.196168	0.478838
3.391391	0.506953
3.603357	0.525590
3.794158	0.517377
4.004859	0.540121
4.189342	0.527802
4.394990	0.537594
4.594004	0.578661
4.797441	0.567604
4.993611	0.608987
5.203366	0.567604
5.393535	0.578977
5.599814	0.609934
5.791563	0.619095
6.000369	0.640576
6.195909	0.631731
6.403136	0.626361
6.589198	0.603616
6.803375	0.640576
6.989753	0.644999
7.200771	0.698701
7.387149	0.646262
7.607012	0.651632
7.790547	0.626993
8.005040	0.657634
8.194262	0.690803
8.394855	0.708178
8.596080	0.689224
8.787196	0.658582
9.000425	0.669007
9.195333	0.705019
9.394663	0.728079
9.588939	0.759669
9.795218	0.685117
9.989809	0.677536
9.800904	0.688908
9.588622	0.706282
9.401612	0.722709
9.192174	0.715127
8.999478	0.661425
8.790987	0.627309
8.599871	0.673745
8.388536	0.686697
8.194893	0.728711
7.988929	0.670902
7.802235	0.642472
7.591533	0.617516
7.403892	0.662057
7.190978	0.674693
6.997334	0.684486
6.793898	0.644367
6.595200	0.586242
6.399345	0.591612
6.206017	0.617516
5.998790	0.657319
5.790615	0.646262
5.594128	0.568236
5.395114	0.556232
5.195468	0.542649
4.995191	0.602037
4.799020	0.595719
4.594636	0.595719
4.398149	0.529381
4.191870	0.512955
4.000121	0.525274
3.795421	0.551178
