# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 357.453230
flt:plate_T_C 225.794462
flt:plate_Q_kW 1.018047
flt:cool_Thigh_C 51.065194
flt:cool_Tlow_C 11.818880
flt:air_psig 20.000000
flt:water_gph 5.500000
flt:standoff_in 0.228000
flt:oxygen_scfh 12.910156
flt:fuel_scfh 7.089500
flt:flow_scfh 19.999656
flt:ratio_fto 0.549141

## End Configuration ##
#: Wed Apr  5 17:53:57 2017
-7.408744	-3.587535
-9.299133	-4.159864
-9.282709	-4.163654
-9.254282	-4.178184
-9.228698	-4.180079
-9.190164	-4.159864
-9.011705	-4.074899
-8.811454	-4.015518
-8.610254	-3.957717
-8.414109	-3.899284
-8.214805	-3.833270
-8.010762	-3.750516
-7.808300	-3.672816
-7.604258	-3.626701
-7.400847	-3.582798
-7.216388	-3.515836
-7.018348	-3.456456
-6.814305	-3.383809
-6.611527	-3.312426
-6.414433	-3.265048
-6.208497	-3.214827
-6.006981	-3.164290
-5.817153	-3.080273
-5.613426	-2.999098
-5.410964	-2.931190
-5.216082	-2.879389
-5.006038	-2.820009
-4.807682	-2.748310
-4.616273	-2.675663
-4.414443	-2.591330
-4.211664	-2.523737
-4.012044	-2.469410
-3.811476	-2.405923
-3.610277	-2.334856
-3.418237	-2.264105
-3.213563	-2.184509
-3.013943	-2.114390
-2.810533	-2.063853
-2.604912	-1.997523
-2.405923	-1.926140
-2.217358	-1.832332
-2.014264	-1.762212
-1.813380	-1.697778
-1.615655	-1.610602
-1.411613	-1.532586
-1.209150	-1.441935
-1.006688	-1.350022
-0.808331	-1.217994
-0.611554	-1.035430
-0.412881	-0.825387
-0.212313	-0.608395
-0.011430	-0.412565
0.189794	-0.208839
0.385965	-0.015220
0.586874	0.126615
0.784624	0.220436
0.991220	0.281087
1.187707	0.351216
1.389248	0.380594
1.585419	0.394494
1.787276	0.398916
1.984394	0.392598
2.191621	0.413448
2.387476	0.460516
2.589333	0.489262
2.791506	0.500635
2.982623	0.484840
3.184796	0.475679
3.388232	0.487051
3.588194	0.542649
3.787208	0.560339
3.989065	0.553389
4.187447	0.526222
4.387724	0.524327
4.585791	0.556232
4.788280	0.585294
4.987609	0.603616
5.190098	0.591296
5.382163	0.584979
5.587178	0.587506
5.784297	0.614989
5.988050	0.638997
6.190222	0.646894
6.389552	0.619727
6.586039	0.626677
6.784737	0.621938
6.985962	0.631415
7.184660	0.663005
7.386833	0.650053
7.590901	0.628572
7.786125	0.662373
7.983875	0.633942
8.182573	0.652896
8.384114	0.679431
8.586919	0.664900
8.785933	0.672166
8.988106	0.688908
9.184592	0.657003
9.383607	0.675956
9.582305	0.691435
9.787637	0.688908
9.985387	0.719550
9.783846	0.706282
9.586095	0.663321
9.379184	0.668375
9.182382	0.667743
8.989054	0.676904
8.784986	0.695226
8.586287	0.666480
8.384746	0.626045
8.185416	0.640576
7.987350	0.648158
7.791179	0.668375
7.587742	0.693962
7.384938	0.645630
7.185608	0.613725
6.985646	0.620043
6.783789	0.631099
6.590146	0.659530
6.394607	0.655107
6.185484	0.612777
5.987418	0.581188
5.786824	0.577081
5.584967	0.605512
5.383426	0.624150
5.188203	0.612777
4.986662	0.567288
4.783857	0.529381
4.586422	0.542649
4.384565	0.578345
4.185236	0.582136
3.985590	0.565393
3.792894	0.506321
