# Configuration automatically generated by WRITE_CONFIG()
connection eth
ip 192.168.0.10
samplehz 1000.000000
settleus 10.000000
nsample 128

# Analog Inputs
aichannel 0
ainegative 199
airange 10.000000
airesolution 0

aichannel 1
ainegative 199
airange 10.000000
airesolution 0

# Analog Outputs
aochannel 0
aosignal triangle
aofrequency 5.000000
aoamplitude 2.000000
aooffset 2.500000
aoduty 0.500000

# Meta Parameters
int:periods 10
flt:tip_T_C 367.998458
flt:plate_T_C 704.232319
flt:plate_Q_kW 0.470497
flt:cool_Thigh_C 55.324175
flt:cool_Tlow_C 11.739561
flt:air_psig 20.000000
flt:water_gph 2.000000
flt:standoff_in 0.233000
flt:oxygen_scfh 12.734375
flt:fuel_scfh 7.159812
flt:flow_scfh 19.894187
flt:ratio_fto 0.562243

## End Configuration ##
#: Thu Apr  6 11:24:48 2017
-6.610263	-3.329482
-9.305766	-4.149441
-9.329771	-4.112485
-9.331350	-4.091323
-9.299449	-4.089112
-9.204693	-4.089428
-9.007600	-4.046156
-8.807664	-3.972246
-8.608359	-3.889492
-8.411266	-3.830427
-8.210698	-3.782102
-8.011395	-3.737250
-7.802614	-3.697137
-7.608364	-3.620068
-7.399584	-3.548054
-7.213230	-3.473512
-7.011714	-3.413815
-6.810831	-3.371175
-6.610579	-3.311478
-6.407485	-3.245149
-6.205022	-3.168080
-6.001296	-3.113438
-5.811783	-3.056584
-5.606793	-2.995308
-5.415386	-2.929926
-5.211028	-2.838960
-5.011408	-2.785581
-4.807997	-2.716408
-4.607746	-2.657028
-4.408757	-2.589435
-4.208505	-2.524369
-4.012044	-2.454249
-3.807370	-2.411293
-3.606802	-2.348438
-3.414447	-2.270106
-3.210089	-2.205672
-3.010153	-2.133025
-2.805480	-2.062274
-2.604912	-2.002261
-2.409398	-1.929931
-2.214515	-1.849388
-2.012053	-1.778320
-1.810538	-1.701252
-1.614076	-1.627974
-1.410350	-1.555959
-1.204728	-1.476995
-1.005424	-1.385397
-0.812437	-1.264741
-0.614396	-1.098917
-0.409407	-0.920775
-0.206944	-0.703783
-0.007324	-0.441624
0.193900	-0.209471
0.389755	-0.018695
0.587822	0.143673
0.789363	0.282351
0.985850	0.368906
1.190550	0.397021
1.390511	0.418818
1.589525	0.416291
1.794857	0.443773
1.989764	0.490210
2.185935	0.514218
2.390319	0.521168
2.590281	0.513270
2.794034	0.517377
2.982307	0.540437
3.188271	0.581504
3.391075	0.596035
3.590721	0.590981
3.789419	0.590665
3.992224	0.589717
4.185236	0.608355
4.387093	0.650053
4.587054	0.650685
4.791439	0.638997
4.990768	0.645315
5.190730	0.645630
5.392903	0.652580
5.593496	0.689540
5.791879	0.707546
5.990577	0.692383
6.198751	0.710705
6.394290	0.702492
6.591725	0.713864
6.788844	0.728711
6.985331	0.732818
7.188135	0.737872
7.389044	0.745453
7.593112	0.721129
7.791811	0.731554
7.987350	0.765039
8.186680	0.756194
8.389800	0.762196
8.583444	0.775147
8.790039	0.747033
8.986526	0.760300
9.182382	0.778306
9.388977	0.778622
9.588622	0.802630
9.788268	0.802630
9.994232	0.770093
9.793323	0.767250
9.589570	0.781465
9.385186	0.788415
9.189962	0.805158
8.990949	0.785888
8.793514	0.726184
8.591341	0.743558
8.388853	0.759037
8.183837	0.775779
7.988297	0.785256
7.788020	0.763775
7.592481	0.727447
7.387465	0.711337
7.190978	0.732502
6.993544	0.738504
6.788528	0.754930
6.597411	0.718602
6.395554	0.690488
6.188959	0.687329
5.989945	0.700596
5.791563	0.720182
5.592233	0.715127
5.390060	0.661425
5.194837	0.629204
4.990137	0.615620
4.793334	0.643103
4.590845	0.657950
4.383302	0.652896
4.185552	0.615620
3.990644	0.571079
3.790051	0.567920
